"","id_student","code_module","code_presentation","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","week1","week2","week3","week4","week5","week6","week7","week8","week9","week10","week11","week12","week13","week14","week15","week16","week17","week18","week19","week20","week21","week22","week23","week24","week25","week26","week27","week28","week29","week30","week31","week32","week33","week34","week35","week36","week37","week38","week39","assess_CMA","assess_TMA"
"15","108859","BBB","2014J","Male","South West Region","A Level or Equivalent","70-80%","0-35",0,"60","Y","Pass",91,47,50,79,67,82,24,15,42,18,2,118,43,63,71,96,15,18,15,148,52,48,5,114,28,71,40,5,1,53,122,40,4,0,7,3,1,1,0,NA,55.4
"16","109372","BBB","2013J","Female","South West Region","Lower Than A Level",NA,"0-35",0,"60","N","Pass",54,16,23,42,44,2,25,94,17,26,0,21,24,142,294,47,9,31,32,33,20,0,41,73,53,4,25,0,5,52,74,27,4,33,15,3,3,3,0,92,79.8333333333333
"17","109441","BBB","2014J","Female","South East Region","A Level or Equivalent","20-30%","0-35",0,"120","N","Pass",16,10,1,0,0,28,71,7,3,0,0,0,15,27,6,119,0,10,23,77,27,0,1,29,0,0,0,21,6,0,0,0,7,125,1,2,0,0,0,NA,70
"18","109782","BBB","2013J","Female","Scotland","A Level or Equivalent","50-60%","0-35",0,"60","N","Withdrawn",25,0,17,2,6,0,3,5,0,0,0,1,5,32,5,16,0,0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,68.6666666666667
"19","1098728","BBB","2013B","Female","South Region","Lower Than A Level","50-60%","35-55",0,"120","N","Fail",20,19,61,8,0,3,20,51,0,15,0,3,42,0,0,0,0,48,12,0,0,2,34,1,1,2,23,2,0,0,0,2,5,0,0,0,0,0,0,76,66.25
"20","109938","BBB","2013B","Female","Wales","HE Qualification","60-70%","0-35",0,"120","N","Distinction",26,46,49,10,6,7,26,16,9,19,16,3,10,8,4,25,3,5,2,26,11,14,3,21,0,0,6,0,0,0,12,13,0,0,0,0,0,0,0,92,88
"21","1105438","BBB","2013J","Female","East Midlands Region","A Level or Equivalent","40-50%","35-55",0,"60","N","Pass",0,0,30,16,0,100,119,0,0,0,0,0,31,8,11,0,0,41,1,0,4,0,0,19,11,1,0,0,0,0,0,12,0,7,5,0,0,0,0,100,76.6
"22","110881","BBB","2013B","Female","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,"60","N","Pass",98,50,84,40,81,7,44,0,21,14,21,28,15,7,3,6,27,15,1,2,0,14,33,2,0,13,28,15,3,3,11,29,36,3,0,0,0,0,0,92,66.1666666666667
"23","110911","BBB","2014J","Female","Scotland","Lower Than A Level","80-90%","0-35",0,"60","N","Pass",71,16,22,0,3,38,0,15,0,12,0,0,10,0,58,15,0,0,0,0,80,45,11,0,8,0,89,3,24,0,0,0,0,0,0,0,0,0,0,NA,76.8
"24","1118432","BBB","2014J","Female","North Western Region","HE Qualification","30-40%","35-55",0,"60","N","Distinction",317,192,366,127,69,25,47,1,16,8,0,2,0,134,52,49,98,22,8,16,121,76,144,141,36,0,110,20,164,21,28,0,120,149,0,0,8,0,0,NA,71.6
"25","111942","BBB","2013J","Female","South West Region","A Level or Equivalent","70-80%","35-55",0,"120","N","Pass",130,83,46,22,31,53,44,0,56,10,0,7,114,3,10,115,15,36,56,57,64,40,72,71,79,0,3,22,58,111,65,49,0,180,89,37,12,13,0,100,75.8333333333333
"26","1127413","BBB","2014B","Female","Scotland","HE Qualification","70-80%","35-55",0,"120","N","Distinction",12,46,4,5,1,0,28,1,0,0,5,15,4,0,2,5,14,0,0,0,0,21,0,2,2,0,20,26,1,0,0,0,0,0,0,0,0,0,0,96,86.1666666666667
"27","114402","BBB","2014J","Female","South East Region","Lower Than A Level","50-60%","0-35",0,"90","Y","Distinction",2,158,16,52,28,177,7,24,81,17,6,2,5,131,38,31,4,18,2,0,35,37,3,11,17,33,19,18,0,10,0,17,0,19,0,0,0,0,0,NA,87.6
"28","116603","BBB","2013B","Female","Scotland","HE Qualification","20-30%","35-55",0,"60","N","Distinction",74,55,71,35,26,25,52,24,5,13,12,40,41,4,0,0,12,57,15,1,37,65,13,65,0,54,76,15,29,56,34,18,56,0,15,0,0,0,0,100,80.8
"29","116606","BBB","2014J","Male","East Midlands Region","A Level or Equivalent","50-60%","35-55",0,"60","N","Pass",31,0,9,17,0,0,0,22,3,0,0,0,19,40,0,0,8,20,3,29,49,104,18,33,0,0,28,11,0,0,0,0,0,10,0,0,0,0,0,NA,58
"30","1170618","BBB","2013J","Female","South East Region","HE Qualification","70-80%","35-55",0,"120","N","Distinction",0,0,0,0,0,0,94,37,13,28,0,1,28,2,1,12,34,2,8,9,23,5,39,17,7,0,0,0,50,9,11,13,80,0,12,13,1,0,1,100,85.2
"31","117071","BBB","2013B","Male","London Region","A Level or Equivalent","40-50%","35-55",0,"60","N","Fail",0,0,0,0,0,29,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,46
"32","117544","BBB","2014J","Female","South West Region","Lower Than A Level","80-90%","35-55",0,"60","N","Pass",199,55,99,78,51,8,148,119,20,36,14,104,91,104,121,67,76,110,50,135,31,84,43,48,70,159,20,28,89,11,86,14,36,24,12,5,0,0,0,NA,70.2
"33","117699","BBB","2014B","Female","South Region","A Level or Equivalent","40-50%","0-35",0,"120","N","Distinction",1,45,30,37,7,20,60,0,5,27,26,5,13,21,22,0,3,0,0,4,30,6,16,0,0,5,10,2,0,4,42,18,1,4,0,0,0,0,0,88,86.3333333333333
"34","118213","BBB","2014J","Female","London Region","HE Qualification","20-30%","35-55",0,"60","N","Fail",0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30.6
"35","119444","BBB","2014J","Female","East Midlands Region","Lower Than A Level","20-30%","0-35",0,"120","N","Withdrawn",38,2,1,14,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"36","120994","BBB","2013B","Female","London Region","Lower Than A Level","30-40%","35-55",0,"70","Y","Fail",28,165,39,133,43,63,0,81,24,0,37,11,22,0,0,15,0,18,1,0,0,17,14,1,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,92,70
"37","123087","BBB","2014J","Female","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,"120","N","Pass",9,20,11,2,1,0,1,1,38,1,0,20,0,0,5,33,4,0,0,12,0,32,34,0,0,0,8,1,1,0,159,16,10,11,0,0,0,0,0,NA,74
"38","123270","BBB","2014B","Female","North Western Region","Lower Than A Level","50-60%","35-55",0,"60","N","Fail",5,85,0,1,0,7,0,0,5,0,0,15,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,67.3333333333333
"39","123716","BBB","2013J","Male","North Region","Lower Than A Level","10-20%","0-35",0,"90","N","Pass",48,18,60,34,26,42,30,42,38,26,26,18,31,25,12,30,26,38,7,21,13,17,51,23,17,4,16,31,17,28,19,30,80,48,25,7,5,0,0,88,74
"40","123860","BBB","2013B","Female","East Anglian Region","A Level or Equivalent","70-80%","35-55",0,"60","Y","Pass",101,48,48,63,45,31,20,0,35,54,38,0,5,6,52,29,31,19,40,62,21,47,25,23,17,52,11,54,79,55,51,0,48,0,0,0,0,0,0,84,72.8333333333333
"41","124909","BBB","2013J","Male","Yorkshire Region","Lower Than A Level","40-50%","35-55",0,"60","N","Pass",91,35,13,12,19,86,33,62,100,88,31,8,9,5,41,21,74,56,39,54,56,28,12,17,24,58,35,24,19,41,62,66,29,49,28,16,12,5,3,96,70.3333333333333
"42","125055","BBB","2014B","Female","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,"60","Y","Pass",48,56,61,115,32,101,56,75,0,0,0,29,7,31,29,26,0,0,0,0,11,0,7,13,23,0,0,65,24,4,2,3,28,0,0,0,0,0,0,90,76.8
"43","126608","BBB","2014B","Male","Wales","A Level or Equivalent","40-50%","0-35",0,"60","N","Pass",92,6,10,39,7,16,14,0,5,0,8,23,31,0,5,1,28,5,0,17,14,15,47,1,0,0,0,51,0,0,0,6,0,1,0,0,0,0,0,76,48.8333333333333
"44","126713","BBB","2014B","Female","London Region","A Level or Equivalent","0-10%","0-35",0,"120","N","Pass",10,0,22,15,29,12,8,7,3,1,27,12,12,1,3,0,23,4,0,4,2,31,2,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,80,72.5
"45","126800","BBB","2014J","Female","East Midlands Region","A Level or Equivalent","60-70%","35-55",0,"120","N","Pass",11,56,38,68,1,16,40,85,13,58,16,122,25,21,84,36,90,31,69,1,65,36,26,70,71,6,67,4,11,2,3,0,0,109,7,0,0,4,0,NA,68
"46","128386","BBB","2013J","Male","South Region","Lower Than A Level","30-40%","35-55",0,"60","N","Fail",1,5,0,5,25,10,1,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,65
"47","130013","BBB","2014B","Female","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,"60","Y","Pass",4,0,5,21,19,2,0,18,0,15,40,0,0,0,0,18,0,0,0,0,26,0,1,13,0,0,45,0,14,3,0,8,0,0,0,0,0,0,0,80,75.3333333333333
"48","132626","BBB","2013J","Female","South Region","A Level or Equivalent","20-30%","0-35",0,"60","N","Withdrawn",46,43,111,24,37,55,29,14,2,0,1,14,3,0,5,5,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6666666666667,61.75
"49","132924","BBB","2014J","Female","South West Region","Lower Than A Level","10-20%","35-55",0,"60","N","Fail",0,0,9,1,0,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,39.25
"50","132972","BBB","2014B","Female","London Region","Lower Than A Level","20-30%","0-35",0,"240","N","Pass",10,17,0,0,0,0,24,8,0,0,0,19,1,0,0,4,14,0,0,0,0,25,0,0,0,0,0,34,0,0,0,8,0,0,0,0,0,0,0,92,62.25
"51","133155","BBB","2013B","Female","Yorkshire Region","HE Qualification","50-60%","35-55",0,"60","N","Pass",28,15,74,117,16,0,189,218,6,0,20,14,55,23,6,0,0,107,60,0,8,96,105,10,10,55,35,0,0,1,6,30,27,20,9,0,0,0,0,100,87.1666666666667
"52","1332999","BBB","2014B","Female","Wales","Lower Than A Level","30-40%","35-55",0,"60","N","Distinction",52,22,0,5,29,0,0,12,9,0,45,50,6,12,0,0,21,11,0,12,0,56,0,1,0,17,6,40,0,22,0,5,37,0,0,0,0,0,0,92,79.8333333333333
"53","133748","BBB","2013B","Female","Scotland","Lower Than A Level","0-10%","35-55",0,"70","N","Fail",48,16,12,15,51,0,59,28,1,1,29,2,12,1,0,19,1,1,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,64
"54","1340766","BBB","2013J","Female","South Region","A Level or Equivalent","60-70%","35-55",0,"60","N","Distinction",0,64,1,2,23,13,49,0,25,15,14,20,0,0,36,0,118,21,53,20,19,13,0,33,2,0,1,8,8,33,17,0,3,0,16,0,0,0,0,84,85
"55","1341507","BBB","2014B","Female","Scotland","HE Qualification","50-60%","35-55",0,"60","Y","Distinction",5,4,10,0,48,11,4,19,5,39,3,8,1,7,27,18,1,4,1,27,3,0,0,0,30,18,0,2,1,26,11,34,0,0,0,0,0,0,0,92,77.5
"56","138289","BBB","2013J","Female","East Midlands Region","Lower Than A Level","40-50%","0-35",0,"60","N","Fail",48,44,41,26,4,17,0,29,16,0,21,33,0,18,5,0,0,2,33,0,0,0,70,23,17,0,15,0,17,24,0,0,42,0,0,0,0,0,0,92,69.1666666666667
"57","138407","BBB","2014J","Female","South West Region","A Level or Equivalent","30-40%","35-55",0,"60","N","Withdrawn",68,22,13,53,66,57,32,56,0,86,22,0,33,0,70,5,0,0,120,0,1,171,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,49.6666666666667
"58","139250","BBB","2014B","Female","Scotland","A Level or Equivalent","20-30%","0-35",0,"60","N","Distinction",30,72,27,5,0,51,0,1,12,3,0,80,0,12,7,0,37,2,6,1,1,50,1,0,0,7,0,25,2,24,1,11,0,0,0,0,0,0,0,100,86.3333333333333
"59","1393589","BBB","2014B","Female","South Region","A Level or Equivalent","90-100%","35-55",0,"60","N","Pass",13,10,0,4,0,18,3,1,12,11,17,0,2,4,2,0,0,4,3,1,6,22,18,0,3,0,1,29,4,2,16,10,0,0,0,0,0,0,0,90,58
"60","1399285","BBB","2013J","Female","Wales","Lower Than A Level","70-80%","35-55",0,"60","N","Pass",19,61,12,96,23,11,26,16,31,0,0,0,35,0,7,0,0,27,0,3,0,5,0,31,0,5,4,42,0,3,4,17,3,0,0,0,0,0,0,88,75
"61","1405594","BBB","2013J","Female","North Western Region","Lower Than A Level","70-80%","35-55",0,"120","N","Pass",37,68,186,230,291,327,435,289,245,149,143,80,241,294,268,188,161,197,189,157,224,195,216,350,207,146,138,139,169,245,189,197,219,265,321,93,31,21,10,100,71.6666666666667
"62","1406920","BBB","2014B","Female","East Anglian Region","A Level or Equivalent","80-90%","35-55",0,"60","N","Pass",83,142,141,148,23,57,12,18,0,0,2,45,76,0,49,0,88,0,21,0,0,119,157,8,0,0,78,31,44,17,12,72,15,0,0,0,0,0,0,76,73.4
"63","141823","BBB","2013B","Female","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,"120","N","Withdrawn",18,136,19,40,4,19,31,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29
"64","1419671","BBB","2014J","Female","West Midlands Region","Lower Than A Level","70-80%","35-55",0,"60","N","Fail",0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"65","142324","BBB","2013B","Female","East Anglian Region","Lower Than A Level","30-40%","35-55",0,"60","N","Fail",11,27,27,0,24,0,55,0,0,0,0,0,22,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3333333333333,66
"66","1432518","BBB","2014J","Male","Scotland","Lower Than A Level","60-70%","35-55",0,"120","Y","Fail",2,10,53,0,22,0,0,0,0,0,9,0,1,0,33,0,21,3,43,36,50,0,0,24,39,0,0,0,13,0,0,0,0,0,0,0,0,0,0,NA,94
"67","1436591","BBB","2013B","Male","Scotland","A Level or Equivalent","10-20%","35-55",0,"60","Y","Distinction",137,110,81,106,103,34,40,47,65,23,86,40,31,13,4,18,140,37,38,6,0,58,35,0,31,23,6,15,49,42,10,26,29,15,0,0,0,0,0,100,95.3333333333333
"68","143741","BBB","2013B","Female","London Region","A Level or Equivalent","50-60%","0-35",0,"120","Y","Distinction",26,67,28,3,38,26,13,40,16,9,1,0,44,5,18,0,49,9,5,1,13,70,35,0,13,5,32,5,14,0,4,21,0,0,22,0,0,0,0,96,77.8333333333333
"69","1440341","BBB","2013J","Male","Wales","Lower Than A Level","90-100%","35-55",0,"60","N","Pass",36,27,38,43,15,18,52,24,52,14,11,8,29,134,51,92,11,48,32,27,88,23,84,78,20,49,48,15,18,123,57,10,35,11,70,7,0,27,5,100,73.1666666666667
"70","1453691","BBB","2014B","Female","South East Region","A Level or Equivalent","10-20%","35-55",0,"60","N","Withdrawn",11,23,7,36,54,65,0,0,27,0,0,18,13,0,0,1,31,14,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3333333333333,71.6666666666667
"71","145544","BBB","2013B","Male","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,"60","N","Pass",109,24,39,40,34,42,54,5,4,30,21,30,6,0,39,9,5,23,18,8,0,7,57,13,8,40,75,13,4,2,17,47,10,29,0,0,0,0,0,100,74.3333333333333
"72","146165","BBB","2013J","Female","Wales","A Level or Equivalent","40-50%","35-55",0,"60","N","Pass",0,33,0,0,3,0,13,0,0,0,0,0,0,20,1,0,3,0,14,0,0,0,0,18,9,2,26,0,0,1,19,0,1,0,4,0,0,0,0,92,74.6666666666667
"73","146600","BBB","2013J","Female","Ireland","Lower Than A Level","80-90%","0-35",0,"120","N","Pass",42,30,7,9,16,18,3,0,0,0,1,0,14,13,0,0,6,31,0,0,0,15,0,41,0,0,4,1,27,2,0,5,14,11,1,0,4,0,0,92,80.75
"74","1467014","BBB","2013J","Male","Wales","Lower Than A Level","70-80%","35-55",0,"60","N","Pass",69,64,27,16,20,89,16,51,38,21,33,20,1,33,21,13,7,43,3,30,5,40,16,46,3,14,60,1,16,75,121,19,24,5,10,12,31,20,9,100,82.1666666666667
"75","147876","BBB","2013B","Male","South West Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Fail",22,0,34,31,25,0,48,5,1,7,28,1,46,10,15,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.3333333333333,67.5
"76","1480800","BBB","2013B","Female","East Anglian Region","Lower Than A Level","70-80%","35-55",0,"60","N","Pass",1,0,26,35,20,23,54,0,0,17,26,24,39,24,25,0,0,33,26,7,5,28,1,19,0,16,0,29,0,0,0,0,0,52,0,0,0,0,0,88,78.6666666666667
"77","148427","BBB","2014B","Female","South East Region","A Level or Equivalent","20-30%","0-35",0,"120","N","Pass",23,34,4,8,0,36,18,5,4,12,15,29,0,5,0,18,5,3,6,0,17,6,28,13,0,0,20,10,7,15,20,39,2,1,0,0,0,0,0,96,69.2
"78","1486048","BBB","2014J","Female","East Midlands Region","HE Qualification","30-40%","35-55",0,"120","N","Withdrawn",66,25,26,11,50,20,33,27,11,0,2,15,0,24,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,51.3333333333333
"79","1493476","BBB","2013B","Male","Wales","HE Qualification","70-80%","35-55",0,"60","N","Pass",0,0,45,4,0,10,42,14,0,0,1,2,14,8,0,1,48,15,0,0,0,1,2,0,9,1,20,22,0,7,0,0,78,0,0,0,0,0,0,80,76.8333333333333
"80","1502193","BBB","2014B","Female","East Midlands Region","A Level or Equivalent","30-40%","35-55",0,"60","N","Pass",46,45,52,54,45,99,153,41,61,100,65,101,55,19,26,80,40,50,0,67,38,88,35,24,21,79,92,69,80,57,102,85,18,15,0,0,0,0,0,96,72.6
"81","1503056","BBB","2013J","Female","South West Region","Lower Than A Level","40-50%","35-55",0,"120","Y","Pass",6,0,0,8,29,22,0,0,0,0,27,16,0,1,6,18,0,1,0,0,29,14,0,0,0,13,0,12,0,0,0,0,0,0,0,0,1,0,0,96,61.1666666666667
"82","150398","BBB","2014J","Female","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,"60","Y","Distinction",32,17,12,29,50,55,55,23,8,0,0,8,307,38,29,102,56,80,128,154,77,40,34,123,97,54,9,62,33,156,83,52,16,62,3,3,0,0,0,NA,70
"83","151697","BBB","2013B","Female","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,"60","Y","Pass",12,22,2,39,0,15,17,23,30,11,20,9,30,9,8,0,9,21,0,0,0,0,27,0,0,0,21,0,0,49,0,0,25,0,0,0,0,0,0,100,80
"84","151800","BBB","2013J","Female","Wales","Lower Than A Level","20-30%","0-35",0,"60","N","Fail",0,0,16,1,45,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50
"85","1521687","BBB","2013J","Female","South Region","HE Qualification","70-80%","35-55",0,"120","N","Fail",3,2,13,6,24,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76.5
"86","1525567","BBB","2014B","Male","Scotland","A Level or Equivalent","80-90%","35-55",0,"60","N","Distinction",70,48,110,192,199,80,137,118,76,70,72,4,91,68,108,63,77,17,78,53,16,49,59,61,80,87,72,139,112,89,64,124,15,20,0,0,0,0,0,100,86.1666666666667
"87","1526770","BBB","2014J","Female","Ireland","Lower Than A Level","50-60%","35-55",0,"90","N","Distinction",90,50,18,19,5,61,38,3,3,20,0,0,4,12,35,24,78,17,50,105,48,7,60,42,114,0,37,28,0,0,8,3,1,48,15,0,0,0,0,NA,88.8
"88","152910","BBB","2013B","Male","West Midlands Region","A Level or Equivalent",NA,"0-35",0,"60","N","Pass",157,308,131,216,10,132,102,95,31,20,59,52,47,26,20,16,14,101,56,105,42,0,0,0,0,0,8,50,56,8,40,98,164,17,0,0,0,0,0,90,76
"89","152929","BBB","2013B","Female","North Western Region","Lower Than A Level","10-20%","35-55",0,"60","N","Pass",0,0,30,0,2,0,14,40,13,42,4,0,23,0,0,0,0,52,4,0,0,0,33,0,0,0,38,0,2,0,0,0,0,2,0,0,0,0,0,95,68.8
"90","152973","BBB","2014J","Female","Scotland","Lower Than A Level","60-70%","35-55",0,"120","N","Pass",53,23,6,16,15,39,200,21,1,12,0,0,14,32,2,19,0,3,1,0,3,176,14,33,0,12,0,18,13,0,0,0,0,46,11,1,0,0,0,NA,58.8
"91","1533277","BBB","2014J","Female","Yorkshire Region","Lower Than A Level","40-50%","35-55",0,"60","N","Pass",0,54,8,13,52,28,47,33,12,15,7,0,8,0,25,20,35,61,10,63,0,40,62,59,12,28,34,0,45,37,0,0,0,0,0,0,0,0,0,NA,50.4
"92","1536591","BBB","2013B","Female","London Region","Lower Than A Level","10-20%","35-55",0,"60","N","Withdrawn",123,92,99,101,70,49,21,88,0,2,0,2,22,0,0,0,3,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6666666666667,56
"93","1540042","BBB","2014B","Female","South Region","Lower Than A Level",NA,"35-55",0,"60","N","Distinction",0,10,0,0,20,10,33,25,3,15,25,0,13,28,14,0,24,3,31,0,0,22,11,8,0,1,0,28,13,58,15,11,0,3,0,0,0,0,0,95,86.5
"94","154011","BBB","2013J","Female","South East Region","A Level or Equivalent","30-40%","0-35",0,"60","N","Pass",22,0,1,0,24,0,0,0,0,0,6,0,18,0,0,0,1,22,3,2,26,5,4,76,34,1,25,20,0,6,18,61,60,205,37,0,0,0,0,84,75.5
"95","154027","BBB","2013B","Female","South East Region","Lower Than A Level","70-80%","0-35",0,"60","N","Pass",11,0,19,4,7,36,27,22,2,3,1,24,33,32,1,5,23,23,3,23,0,10,60,0,19,26,18,0,1,0,2,57,44,0,0,0,0,0,0,80,66.6
"96","1541133","BBB","2013J","Female","Scotland","A Level or Equivalent","50-60%","35-55",0,"150","Y","Fail",67,102,28,37,149,51,77,77,86,61,23,13,15,151,53,31,47,99,79,36,43,157,68,91,34,24,69,41,14,45,32,25,52,17,21,3,2,0,10,100,88
"97","154125","BBB","2013B","Female","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,"60","N","Fail",0,0,36,0,0,0,0,14,0,0,0,16,0,0,0,0,0,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,81.6
"98","154540","BBB","2013B","Female","North Western Region","HE Qualification","50-60%","0-35",0,"60","N","Pass",41,30,83,24,21,10,9,18,8,0,0,8,20,4,7,2,5,15,0,15,0,25,18,0,1,0,23,19,1,4,0,0,0,0,0,0,0,0,0,80,78.5
